Сервис,Уровень,Аккаунтов,Стоимость без НДС,Стоимость 1 аккаунта,Минут,Период,Примечание,Итого стоимость с НДС с учетом количества аккаунтов,цена,Unnamed: 10,Unnamed: 11,Аккаунтов.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Пользователей,Unnamed: 26,Уровень.1,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,цена1,Unnamed: 47,Unnamed: 48,Аккаунтов.2,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59
Комплекс коммерческий VIP Предприятие,Оптимальный,5.0,274.45,329.34,400,2025-09-01,,1646.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,6.0,242.49,290.99,400,2025-09-01,,1745.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,7.0,213.8,256.56,400,2025-09-01,,1795.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,8.0,190.81,228.97,400,2025-09-01,,1831.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,9.0,173.23,207.88,400,2025-09-01,,1870.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Оптимальный,10.0,161.4,193.68,400,2025-09-01,,1936.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,1.0,54.73,65.68,60,2025-09-01,,65.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,2.0,50.23,60.28,60,2025-09-01,,120.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,3.0,46.07,55.28,60,2025-09-01,,165.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,4.0,42.33,50.8,60,2025-09-01,,203.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,5.0,38.83,46.6,60,2025-09-01,,232.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,6.0,35.65,42.78,60,2025-09-01,,256.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,7.0,32.1,38.52,60,2025-09-01,,269.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,8.0,28.88,34.66,60,2025-09-01,,277.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,9.0,25.99,31.19,60,2025-09-01,,280.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие,Минимальный,10.0,23.65,28.38,60,2025-09-01,,283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет МВ Комплекс,,,13.4,16.08,60,2025-09-01,,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Главный Бухгалтер ПРОФ (1 пользователь),Эксперт,1.0,400.2,480.24,800,2025-09-01,,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Эксперт,1.0,509.28,611.14,800,2025-09-01,,611.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Оптимальный,1.0,200.41,240.49,400,2025-09-01,,240.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие (1 пользователь),Минимальный,1.0,83.97,100.76,60,2025-09-01,,100.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Эксперт,1.0,933.92,1120.7,800,2025-09-01,,1120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Оптимальный,1.0,358.62,430.34,400,2025-09-01,,430.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий Предприятие ПРОФ (1 пользователь),Минимальный,1.0,150.12,180.14,60,2025-09-01,,180.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Эксперт,1.0,1895.57,2274.68,800,2025-09-01,,2274.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Оптимальный,1.0,735.0,882.0,400,2025-09-01,,882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Комплекс коммерческий VIP Предприятие (1 пользователь),Минимальный,1.0,318.81,382.57,60,2025-09-01,,382.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ОВ Комплекс,,,13.01,15.61,60,2025-09-01,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Эксперт,1.0,197.11,236.53,600,2025-09-01,,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный Плюс,1.0,91.01,109.21,300/600,2025-09-01,,109.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Оптимальный,1.0,78.27,93.92,300,2025-09-01,,93.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis (1 пользователь, ЛД)",Базовый,1.0,34.31,41.17,60,2025-09-01,,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Эксперт,1.0,400.2,480.24,800,2025-09-01,,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный Плюс,1.0,197.86,237.43,400/800,2025-09-01,,237.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Оптимальный,1.0,170.43,204.52,400,2025-09-01,,204.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis (1 пользователь, ЛД)",Базовый,1.0,70.9,85.08,60,2025-09-01,,85.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ЛД Podpis,,,13.01,15.61,60,2025-09-01,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Эксперт,1.0,197.11,236.53,600,2025-09-01,,236.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный Плюс,1.0,91.01,109.21,300/600,2025-09-01,,109.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,1.0,78.27,93.92,300,2025-09-01,,93.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер, Podpis, ilex.Накладные (1 пользователь, ЛД)",Базовый,1.0,34.31,41.17,60,2025-09-01,,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Эксперт,1.0,400.2,480.24,800,2025-09-01,,480.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный Плюс,1.0,197.86,237.43,400/800,2025-09-01,,237.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Оптимальный,1.0,170.43,204.52,400,2025-09-01,,204.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пакет Программ Главный Бухгалтер ПРОФ, Podpis, ilex.Накладные (1 пользователь, ЛД)",Базовый,1.0,70.9,85.08,60,2025-09-01,,85.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Доппакет ЛД Накладные,,,13.01,15.61,60,2025-09-01,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,1.0,197.34,236.81,800,2025-07-01,,236.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,2.0,164.21,197.05,800,2025-07-01,,394.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,3.0,128.15,153.78,800,2025-07-01,,461.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,4.0,111.07,133.28,800,2025-07-01,,533.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Эксперт,5.0,95.91,115.09,800,2025-07-01,,575.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,1.0,117.9,141.48,400,2025-07-01,,141.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,2.0,97.94,117.53,400,2025-07-01,,235.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,3.0,76.22,91.46,400,2025-07-01,,274.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,4.0,65.91,79.09,400,2025-07-01,,316.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Оптимальный,5.0,56.78,68.14,400,2025-07-01,,340.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Базовый,1.0,30.91,37.09,60,2025-07-01,,37.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Базовый,2.0,28.35,34.02,60,2025-07-01,,68.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Главный Бухгалтер ПРОФ,Базовый,3.0,28.1,33.72,60,2025-07-01,,101.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,1.0,242.71,291.25,800,2025-07-01,,291.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,2.0,202.03,242.44,800,2025-07-01,,484.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,3.0,157.63,189.16,800,2025-07-01,,567.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,4.0,136.59,163.91,800,2025-07-01,,655.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,5.0,117.93,141.52,800,2025-07-01,,707.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,6.0,117.02,140.42,800,2025-07-01,,842.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,7.0,114.12,136.94,800,2025-07-01,,958.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,8.0,111.24,133.49,800,2025-07-01,,1067.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,9.0,108.46,130.15,800,2025-07-01,,1171.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Эксперт,10.0,105.75,126.9,800,2025-07-01,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,1.0,134.88,161.86,400,2025-07-01,,161.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,2.0,111.96,134.35,400,2025-07-01,,268.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,3.0,87.14,104.57,400,2025-07-01,,313.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,4.0,75.33,90.4,400,2025-07-01,,361.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,5.0,64.86,77.83,400,2025-07-01,,389.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,6.0,64.38,77.26,400,2025-07-01,,463.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,7.0,62.77,75.32,400,2025-07-01,,527.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,8.0,61.2,73.44,400,2025-07-01,,587.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,9.0,59.67,71.6,400,2025-07-01,,644.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Оптимальный,10.0,58.2,69.84,400,2025-07-01,,698.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Минимальный,1.0,35.66,42.79,60,2025-07-01,,42.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Минимальный,2.0,32.69,39.23,60,2025-07-01,,78.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Минимальный,3.0,32.44,38.93,60,2025-07-01,,116.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Минимальный,4.0,32.23,38.68,60,2025-07-01,,154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие,Минимальный,5.0,31.95,38.34,60,2025-07-01,,191.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,1.0,558.14,669.77,800,2025-07-01,,669.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,2.0,464.6,557.52,800,2025-07-01,,1115.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,3.0,362.43,434.92,800,2025-07-01,,1304.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,4.0,314.21,377.05,800,2025-07-01,,1508.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,5.0,271.21,325.45,800,2025-07-01,,1627.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,6.0,239.78,287.74,800,2025-07-01,,1726.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,7.0,211.86,254.23,800,2025-07-01,,1779.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,8.0,189.53,227.44,800,2025-07-01,,1819.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,9.0,172.57,207.08,800,2025-07-01,,1863.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Эксперт,10.0,161.23,193.48,800,2025-07-01,,1934.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,1.0,265.69,318.83,400,2025-07-01,,318.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,2.0,220.57,264.68,400,2025-07-01,,529.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,3.0,171.7,206.04,400,2025-07-01,,618.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,4.0,148.52,178.22,400,2025-07-01,,712.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,5.0,127.9,153.48,400,2025-07-01,,767.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,6.0,112.77,135.32,400,2025-07-01,,811.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,7.0,99.38,119.26,400,2025-07-01,,834.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,8.0,88.72,106.46,400,2025-07-01,,851.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,9.0,80.55,96.66,400,2025-07-01,,869.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Оптимальный,10.0,75.04,90.05,400,2025-07-01,,900.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,1.0,46.15,55.38,60,2025-07-01,,55.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,2.0,42.29,50.75,60,2025-07-01,,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,3.0,38.76,46.51,60,2025-07-01,,139.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,4.0,35.45,42.54,60,2025-07-01,,170.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,5.0,32.49,38.99,60,2025-07-01,,194.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,6.0,29.78,35.74,60,2025-07-01,,214.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,7.0,26.79,32.15,60,2025-07-01,,225.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,8.0,24.09,28.91,60,2025-07-01,,231.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,9.0,21.71,26.05,60,2025-07-01,,234.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Предприятие ПРОФ,Минимальный,10.0,19.78,23.74,60,2025-07-01,,237.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,1.0,704.9,845.88,800,2025-07-01,,845.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,2.0,623.32,747.98,800,2025-07-01,,1495.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,3.0,551.17,661.4,800,2025-07-01,,1984.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,4.0,487.35,584.82,800,2025-07-01,,2339.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,5.0,430.85,517.02,800,2025-07-01,,2585.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,6.0,380.8,456.96,800,2025-07-01,,2741.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,7.0,336.63,403.96,800,2025-07-01,,2827.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,8.0,301.18,361.42,800,2025-07-01,,2891.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,9.0,274.0,328.8,800,2025-07-01,,2959.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Эксперт,10.0,255.93,307.12,800,2025-07-01,,3071.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,1.0,437.3,524.76,400,2025-07-01,,524.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,2.0,385.81,462.97,400,2025-07-01,,925.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,3.0,340.32,408.38,400,2025-07-01,,1225.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,4.0,300.18,360.22,400,2025-07-01,,1440.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,5.0,264.71,317.65,400,2025-07-01,,1588.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,6.0,233.43,280.12,400,2025-07-01,,1680.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,7.0,205.81,246.97,400,2025-07-01,,1728.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,8.0,183.68,220.42,400,2025-07-01,,1763.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,9.0,166.76,200.11,400,2025-07-01,,1801.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Предприятие,Оптимальный,10.0,155.37,186.44,400,2025-07-01,,1864.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
